City,Latitude,Longitude,Color
Itabashi|@|Japan,35.78,139.67,red
South Tyneside|England|United Kingdom,54.99,-1.42,blue
Muharraq|Muharraq Governorate|Bahrain,26.26,50.6,red
Glendale|Colorado|United States,39.7,-104.94,red
Bernal|Buenos Aires|Argentina,-34.71,-58.28,red
La Spezia|Liguria|Italy,44.1,9.86,red
Ghardaia|Ghardaia|Algeria,32.49,3.68,red
Ulan-Ude|Buryatia|Russia,51.83,107.58,red
Cumberland|Kentucky|United States,36.97,-83.0,red
Vitoria-Gasteiz|Autonomous Community of the Basque Country|Spain,42.83,-2.68,red
Kırklareli|@|Turkey,41.73,27.22,red
Douala V|Littoral|Cameroon,4.06,9.73,red
Suez|Suez|Egypt,30.0,32.5,red
Navi Mumbai|Maharashtra|India,19.03,73.02,red
Beer Tuvia Regional Council|South District|Israel,31.74,34.77,red
Yoshkar-Ola|Mari El Republic|Russia,56.63,47.89,red
Khammam|Telangana|India,17.24,80.17,red
Apia|Tuamasaga|Samoa,-13.85,-171.75,red
Rutland City|Vermont|United States,43.6,-73.01,red
Porto Velho|Rondônia|Brazil,-8.76,-63.91,red
Waterbury|Connecticut|United States,41.55,-73.05,red
Anyang-si|@|South Korea,37.39,126.93,red
Urbana|Illinois|United States,40.1,-88.22,red
Mzuzu|Mzimba|Malawi,-11.42,33.99,red
Timișoara|@|Romania,45.78,21.22,red
Panama|Panamá|Panama,8.97,-79.53,blue
Taunton|Massachusetts|United States,41.91,-71.09,red
Aden City|Aden Governorate|Yemen,12.81,45.04,red
Shimonoseki|@|Japan,33.97,130.93,red
Reus|Catalonia|Spain,41.17,1.08,blue
Santa Ana|California|United States,33.71,-117.91,red
Matsudo|@|Japan,35.75,139.94,blue
Karmiel|North District|Israel,32.91,35.28,blue
Monclova|Coahuila|Mexico,26.95,-101.42,red
Suginami|@|Japan,35.71,139.59,blue
Banjarmasin|South Kalimantan|Indonesia,-3.3,114.59,red
Sadat City|Al Minufiya|Egypt,30.37,30.5,blue
As Samawah|Al-Muthanna Governorate|Iraq,31.34,45.29,blue
Kaneohe|Hawaii|United States,21.41,-157.81,red
Shumen|@|Bulgaria,43.28,26.95,red
Al Bahah|Al-Bahah Province|Saudi Arabia,19.99,41.48,red
Adama|Oromia Region|Ethiopia,8.56,39.29,red
Chillicothe|Ohio|United States,39.33,-83.0,red
Davos|Grisons|Switzerland,46.8,9.82,blue
Mubi|Adamawa|Nigeria,10.28,13.28,red
Hickory|North Carolina|United States,35.7,-81.29,red
Yangsan-si|@|South Korea,35.43,129.15,red
Waukesha|Wisconsin|United States,43.0,-88.23,red
Bergisch Gladbach|North Rhine-Westphalia|Germany,50.96,7.18,red
Lodi|Lombardy|Italy,45.3,9.47,blue
Acre|North District|Israel,32.94,35.09,red
Richmond|British Columbia|Canada,49.17,-123.12,blue
Town of Saint Andrews|New Brunswick|Canada,45.08,-67.05,red
Hazaribagh|Jharkhand|India,24.02,85.37,red
Corrientes|Corrientes|Argentina,-27.46,-58.84,red
Plymouth Township|Pennsylvania|United States,40.1,-75.29,red
Minamiuonuma|@|Japan,37.15,138.95,red
Morón|Buenos Aires|Argentina,-34.65,-58.62,blue
Davao City|@|Philippines,7.09,125.48,red
Robe|@|Ethiopia,7.14,40.0,blue
Homyel|Homyel Region|Belarus,52.45,30.99,red
Apeldoorn|Gelderland|Netherlands,52.18,5.95,blue
North Vancouver|British Columbia|Canada,49.31,-123.08,red
Charlestown Township|Pennsylvania|United States,40.09,-75.54,red
Concord|California|United States,37.97,-122.06,red
Red Deer|Alberta|Canada,52.26,-113.82,red
Tredyffrin Township|Pennsylvania|United States,40.05,-75.5,red
Kalyan-Dombivli|Maharashtra|India,19.25,73.15,red
Malaybalay|Bukidnon|Philippines,8.16,125.12,red
North Charleston|South Carolina|United States,32.93,-80.03,red
Port Louis|Black River|Mauritius,-20.18,57.47,red
Tetovo|Polog Region|North Macedonia,41.99,20.96,red
North West Leicestershire|England|United Kingdom,52.75,-1.45,blue
Berea|Kentucky|United States,37.57,-84.29,blue
Mandalay|Mandalay|Myanmar,21.98,96.09,red
Fort McMurray|Alberta|Canada,56.71,-111.35,red
Chittorgarh|Rajasthan|India,24.87,74.62,blue
Wenham|Massachusetts|United States,42.59,-70.82,red
Abali RD|@|Iran,35.72,51.92,red
St. Helier|@|Jersey,49.18,-2.11,red
Dunbar|West Virginia|United States,38.38,-81.77,blue
Eger|@|Hungary,47.9,20.38,red
Baqubah|Diyala Governorate|Iraq,33.68,44.6,red
Serres|Macedonia and Thrace|Greece,41.08,23.55,red
Barnsley|England|United Kingdom,53.55,-1.48,red
Middelburg|Zeeland|Netherlands,51.5,3.61,red
دهستان کیش|Hormozgan Province|Iran,26.55,54.01,red
Gambela 1|Haut-Katanga|Democratic Republic of the Congo,-11.61,27.48,red
Al Mutaw'ah|Abu Dhabi Emirate|United Arab Emirates,24.21,55.76,blue
Neuss|North Rhine-Westphalia|Germany,51.13,6.73,red
Metz|Grand Est|France,49.1,6.22,blue
Sheboygan|Wisconsin|United States,43.75,-87.71,red
Elk Grove|California|United States,38.45,-121.42,blue
Sultanpur|Uttar Pradesh|India,26.26,82.07,red
Whitemarsh Township|Pennsylvania|United States,40.12,-75.26,red
Moreno Valley|California|United States,33.89,-117.2,red
East Devon|England|United Kingdom,50.67,-3.32,blue
Urgench|Xorazm Region|Uzbekistan,41.56,60.61,red
Arad|@|Romania,46.19,21.31,red
Ludwigsburg|Baden-Württemberg|Germany,48.89,9.18,red
Gulu|Gulu|Uganda,2.79,32.32,red
Zabol|Sistan and Baluchestan Province|Iran,31.04,61.49,red
Liberty|Missouri|United States,39.25,-94.41,red
Vitória da Conquista|Bahia|Brazil,-14.89,-40.8,blue
Poway|California|United States,32.94,-117.03,red
Kakamega|Kakamega County|Kenya,0.29,34.76,red
Ichikawa|@|Japan,35.74,139.91,red
Iligan|@|Philippines,8.29,124.4,red
Angarsk|Irkutsk Oblast|Russia,52.53,103.86,red
Yakima|Washington|United States,46.59,-120.53,blue
Al Tiwayya|Abu Dhabi Emirate|United Arab Emirates,24.24,55.68,red
Lehi|Utah|United States,40.43,-111.83,blue
Ichihara|@|Japan,35.5,140.17,blue
Horsham|England|United Kingdom,51.04,-0.36,red
Ciudad de Santa Clara|Villa Clara|Cuba,22.44,-79.9,red
Berhampore|West Bengal|India,24.1,88.29,red
Madina|Greater Accra Region|Ghana,5.66,-0.12,red
Clearwater|Florida|United States,27.91,-82.69,red
Lawton|Oklahoma|United States,34.62,-98.4,red
Louisville|Colorado|United States,39.96,-105.16,red
Nimes|Occitania|France,43.84,4.36,blue
Wigan|England|United Kingdom,53.56,-2.63,red
Sahiwal|Punjab|Pakistan,30.66,73.11,red
Sunyani|Bono Region|Ghana,7.35,-2.34,red
Area A (Bamfield)|British Columbia|Canada,48.84,-125.14,blue
Burnie|Tasmania|Australia,-41.05,145.88,red
Parañaque|@|Philippines,14.47,121.0,red
Raichur|Karnataka|India,16.22,77.38,red
Lewiston|Idaho|United States,46.41,-117.03,red
Mukilteo|Washington|United States,47.9,-122.32,red
Bhilai|Chhattisgarh|India,21.24,81.35,red
Al-Kut|Wasit Governorate|Iraq,32.5,45.84,red
Eastleigh|England|United Kingdom,50.96,-1.37,red
Lebanon|Illinois|United States,38.61,-89.82,red
Upper Saucon|Pennsylvania|United States,40.54,-75.38,red
Mirpur|Azad Kashmir|Pakistan,33.15,73.74,red
Darjeeling|West Bengal|India,27.05,88.26,red
Unguwar Rimi|Kaduna State|Nigeria,10.53,7.45,red
Abiko|@|Japan,35.88,140.05,red
Dothan|Alabama|United States,31.21,-85.36,blue
Meru|Meru County|Kenya,0.05,37.65,red
Anan|@|Japan,33.93,134.62,red
Hengshui City|Hebei|China,37.74,115.67,blue
Upper Uwchlan Township|Pennsylvania|United States,40.07,-75.69,blue
New Britain Township|Pennsylvania|United States,40.27,-75.22,red
Tirana|Central Albania|Albania,41.33,19.82,red
Newcastle-Maitland|New South Wales|Australia,-33.02,151.65,red
Mombasa|Mombasa County|Kenya,-4.07,39.67,red
Westfield|Massachusetts|United States,42.13,-72.8,red
Sohar|Al Batinah North Governorate|Oman,24.3,56.78,red
Ruse|@|Bulgaria,43.85,25.97,red
Abbottabad|Khyber Pakhtunkhwa|Pakistan,34.2,73.24,red
Tosu|@|Japan,33.39,130.52,red
San Miguel|Lima|Peru,-12.08,-77.09,red
Takarazuka|@|Japan,34.81,135.33,red
Longview|Texas|United States,32.47,-94.73,red
Gwacheon-si|@|South Korea,37.43,126.98,blue
Sunrise|Florida|United States,26.1,-80.26,red
Piura|Piura|Peru,-5.17,-80.64,blue
Khabarovsk|Khabarovsk Krai|Russia,48.53,135.05,red
Tucumcari City Limit|New Mexico|United States,35.17,-103.74,red
Nellore|Andhra Pradesh|India,14.42,79.96,red
Al Khibeesi|Abu Dhabi Emirate|United Arab Emirates,24.22,55.69,blue
Songjiang|@|China,31.05,121.22,blue
Lisburn|Northern Ireland|United Kingdom,54.51,-6.05,red
Khairpur|Sindh|Pakistan,27.52,68.75,red
Yangon|Yangon|Myanmar,16.8,96.13,blue
Omdurman|Khartoum State|Sudan,15.64,32.47,red
Roodepoort|Gauteng|South Africa,-26.15,27.92,red
Livorno|Tuscany|Italy,43.57,10.31,red
Zwolle|Overijssel|Netherlands,52.5,6.08,blue
Hrodna|Hrodna Region|Belarus,53.68,23.84,blue
Hoofddorp|North Holland|Netherlands,52.3,4.7,red
Mahbubnagar|Telangana|India,16.73,77.99,red
Üçkuyu Köyü|@|Turkey,39.05,34.93,blue
Gemeinde Breitenwang|Tyrol|Austria,47.49,10.74,red
Harlow|England|United Kingdom,51.77,0.09,red
Saint Charles|Missouri|United States,38.79,-90.5,red
Clarington|Ontario|Canada,43.88,-78.8,red
Baybay|Leyte|Philippines,10.74,124.79,red
Osakasayama|@|Japan,34.49,135.55,blue
Uluberiya|West Bengal|India,22.47,88.09,blue
Whitby|Ontario|Canada,43.85,-78.95,red
Prescott Valley|Arizona|United States,34.6,-112.29,red
San Clemente|California|United States,33.45,-117.61,red
Copiapó|Atacama Region|Chile,-27.36,-70.35,blue
Rawson|Chubut Province|Argentina,-43.31,-65.04,blue
Valmiera|Vidzeme|Latvia,57.53,25.42,red
Mansfield|England|United Kingdom,53.12,-1.13,red
Msunduzi Local Municipality|KwaZulu-Natal|South Africa,-29.65,30.33,red
Aurora|Illinois|United States,41.75,-88.35,red
West Whiteland Township|Pennsylvania|United States,40.04,-75.6,red
Ontario|California|United States,34.03,-117.63,blue
Komaki|@|Japan,35.28,136.93,red
Franca|São Paulo|Brazil,-20.57,-47.41,blue
Jihlava|Southeast|Czechia,49.44,15.61,blue
Pasay|@|Philippines,14.54,120.99,blue
Amol|Mazandaran Province|Iran,36.47,52.36,blue
Bentonville|Arkansas|United States,36.36,-94.22,blue
Debre Birhan|Amhara Region|Ethiopia,9.66,39.52,blue
Salinas|California|United States,36.7,-121.63,blue
Rindge|New Hampshire|United States,42.78,-72.06,blue
Lhasa|Tibet|China,29.65,91.15,red
Ciudad Obregón|Sonora|Mexico,27.48,-109.93,red
Kapolei|Hawaii|United States,21.36,-158.06,red
Emek HaYarden Regional Council|North District|Israel,32.71,35.59,blue
Maasin|Southern Leyte|Philippines,10.13,124.85,red
Rajamahendravaram|Andhra Pradesh|India,17.02,81.78,red
Daddu|Kaduna State|Nigeria,9.59,8.09,red
Dhamar|Dhamar Governorate|Yemen,14.58,44.38,red
Wychavon|England|United Kingdom,52.1,-2.06,red
Chandler|Arizona|United States,33.29,-111.8,red
Ashtabula|Ohio|United States,41.89,-80.83,red
Richardson|Texas|United States,32.97,-96.72,red
Katsuura|@|Japan,35.16,140.32,red
Pontianak|West Kalimantan|Indonesia,-0.06,109.35,red
Fitchburg|Massachusetts|United States,42.59,-71.79,red
Salatiga|Central Java|Indonesia,-7.32,110.5,red
Mytishchi|Moscow Oblast|Russia,55.93,37.79,red
Shawnee|Oklahoma|United States,35.37,-96.95,red
Obninsk|Kaluga Oblast|Russia,55.12,36.6,blue
Bruges|West Flanders|Belgium,51.19,3.21,red
Helena|Montana|United States,46.59,-112.01,blue
Nazareth|North District|Israel,32.7,35.29,red
Kyrenia|@|Cyprus,35.33,33.28,red
Ras Al Khaimah|Ras al-Khaimah|United Arab Emirates,25.77,55.98,red
Hakodate|@|Japan,41.79,140.81,red
Middletown Township|Pennsylvania|United States,39.93,-75.45,red
Marawi|Lanao del Sur|Philippines,8.0,124.26,blue
Adjamé|Abidjan|Côte d'Ivoire,5.39,-4.02,blue
Campos dos Goytacazes|Rio de Janeiro|Brazil,-21.76,-41.35,red
Muntinlupa|@|Philippines,14.41,121.04,red
Salalah|Dhofar|Oman,17.01,54.06,red
Huazhonglu Subdistrict|Anhui|China,30.51,117.05,red
Kendari|Southeast Sulawesi|Indonesia,-3.97,122.59,red
Yotsukaido|@|Japan,35.64,140.2,red
São Caetano do Sul|São Paulo|Brazil,-23.62,-46.56,red
North Battleford|Saskatchewan|Canada,52.74,-108.26,red
City of Novi Pazar|Central Serbia|Serbia,43.14,20.52,blue
Longueuil|Quebec|Canada,45.55,-73.5,red
Bad Tölz|Bavaria|Germany,47.76,11.58,red
Veliky Novgorod|Novgorod Oblast|Russia,58.54,31.26,blue
Kherson|Kherson Oblast|Ukraine,46.65,32.63,red
Lamia|Thessaly and Central Greece|Greece,38.91,22.43,blue
Kameoka|@|Japan,34.99,135.55,blue
Bethania|Panamá|Panama,9.02,-79.53,red
Luhansk|Luhansk Oblast|Ukraine,48.57,39.38,red
Ocala|Florida|United States,29.17,-82.18,red
10th of Ramadan city|Eastern|Egypt,30.31,31.76,red
Ternopil|Ternopil Oblast|Ukraine,49.55,25.59,red
Los Altos|California|United States,37.38,-122.11,red
East London|Eastern Cape|South Africa,-33.0,27.89,blue
Sanandaj|Kurdistan Province|Iran,35.3,47.0,red
Zenica|Federation of Bosnia and Herzegovina|Bosnia and Herzegovina,44.2,17.9,red
Bissau|Bissau Autonomous Sector|Guinea-Bissau,11.85,-15.6,red
Chita|Zabaykalsky Krai|Russia,52.03,113.53,red
Ballari|Karnataka|India,15.15,76.9,red
Elista|Republic of Kalmykia|Russia,46.31,44.27,red
Rangpur|Rangpur Division|Bangladesh,25.72,89.26,blue
Cayenne|French Guiana|France,4.92,-52.31,red
Basildon|England|United Kingdom,51.56,0.45,blue
Nassau|@|The Bahamas,25.06,-77.35,red
Cambiano|Piemont|Italy,44.97,7.77,blue
Red Bank|New Jersey|United States,40.35,-74.06,red
Ryugasaki|@|Japan,35.92,140.19,blue
Upper Merion Township|Pennsylvania|United States,40.1,-75.41,blue
East Grand Rapids|Michigan|United States,42.85,-85.53,red
Utsjoki|@|Finland,69.9,27.01,red
Elkhart|Indiana|United States,41.66,-85.97,blue
Satara|Maharashtra|India,17.69,74.02,red
Tokai|@|Japan,35.03,136.9,red
Claremont|New Hampshire|United States,43.38,-72.34,blue
Bo Ngoen Subdistrict|Pathum Thani Province|Thailand,14.1,100.43,red
Georgetown|Demerara-Mahaica|Guyana,6.81,-58.12,red
Larkana|Sindh|Pakistan,27.55,68.2,red
دهستان لاکان|Gilan Province|Iran,37.18,49.55,blue
Jiyang District|Hainan Province|China,18.28,109.5,red
Bishkek|@|Kyrgyzstan,42.88,74.6,red
Kelurahan Kampung Bandar|Riau|Indonesia,0.54,101.44,red
Ivano-Frankivsk|Ivano-Frankivsk Oblast|Ukraine,48.93,24.7,blue
Holguín|Holguín|Cuba,20.89,-76.26,red
Mandya|Karnataka|India,12.52,76.88,red
Upper Dublin Township|Pennsylvania|United States,40.17,-75.19,red
Munster Township|Pennsylvania|United States,40.5,-78.64,red
Aberdeen|South Dakota|United States,45.48,-98.49,red
Ventspils|Courland|Latvia,57.38,21.55,blue
Goalpara|Assam|India,26.17,90.63,red
Geoje-si|@|South Korea,34.87,128.7,red
Tsuyama|@|Japan,35.08,134.01,red
Prats-de-Mollo-la-Preste|Occitania|France,42.46,2.46,red
Zefat|North District|Israel,32.95,35.49,blue
Le Mans|Pays de la Loire|France,48.02,0.16,blue
Vologda|Vologda Oblast|Russia,59.22,39.9,blue
Perimetro Urbano Pereira|Risaralda|Colombia,4.79,-75.69,blue
Kryvyi Rih|Dnipropetrovsk Oblast|Ukraine,47.91,33.4,blue
Quincy|Massachusetts|United States,42.27,-71.01,blue
Mentor|Ohio|United States,41.71,-81.3,red
Yanbu`|Medina Province|Saudi Arabia,24.13,38.06,red
Thanh Hóa|Thanh Hoa province|Vietnam,19.8,105.79,blue
Otsu|@|Japan,34.98,135.9,red
Belmont|North Carolina|United States,35.26,-81.04,blue
Baqa al-Gharbiyye|Haifa District|Israel,32.42,35.03,red
Torrance|California|United States,33.81,-118.34,blue
Niiza|@|Japan,35.8,139.55,blue
Esslingen am Neckar|Baden-Württemberg|Germany,48.72,9.31,red
Napa|California|United States,38.27,-122.28,red
Lilongwe|Lilongwe|Malawi,-13.98,33.79,red
Inazawa|@|Japan,35.26,136.79,red
Castelo Branco|@|Portugal,39.82,-7.5,red
Burlingame|California|United States,37.58,-122.35,blue
South Charleston|West Virginia|United States,38.37,-81.69,red
Dumaguete|Negros Oriental|Philippines,9.31,123.31,red
Kabul|Kabul Province|Afghanistan,34.53,69.1,red
Cajamarca|Cajamarca|Peru,-7.17,-78.5,red
Midland|Texas|United States,32.03,-102.11,red
Korolyov|Moscow Oblast|Russia,55.92,37.81,red
Tigard|Oregon|United States,45.43,-122.75,red
Amber Valley|England|United Kingdom,53.1,-1.39,red
Pinar del Rio|Pinar del Rio|Cuba,22.43,-83.69,red
Ansan|@|South Korea,37.31,126.81,red
Salta|Salta|Argentina,-24.79,-65.4,blue
Texarkana|Texas|United States,33.44,-94.08,red
Venice|Veneto|Italy,45.43,12.34,red
Palm Harbor|Florida|United States,28.01,-82.78,red
Rockford|Illinois|United States,42.27,-89.02,red
Pori|@|Finland,61.49,21.73,red
Faridpur|Dhaka Division|Bangladesh,23.61,89.84,red
Ryazan|Ryazan Oblast|Russia,54.63,39.75,red
Vilsbiburg|Bavaria|Germany,48.45,12.36,red
Webster|Texas|United States,29.55,-95.13,red
High Peak|England|United Kingdom,53.37,-1.82,blue
Chorrillos|Lima|Peru,-12.22,-76.98,red
Biberach an der Riß|Baden-Württemberg|Germany,48.09,9.79,blue
